t,velL,velR,velL_sp,velR_sp,mL,mR,rawL,rawR
327.721552,0.000000,0.000000,0.000000,0.000000,0.028411,0.032061,0.028411,0.032061
327.723552,0.000000,0.000000,0.000000,0.000000,0.028411,0.032061,0.028411,0.032061
327.725552,0.000000,0.000000,0.000000,0.000000,0.028411,0.032061,0.028411,0.032061
327.727552,0.000000,0.000000,0.000000,0.000000,0.028411,0.032061,0.028411,0.032061
327.729552,0.000000,0.000000,0.000000,0.000000,0.028411,0.032061,0.028411,0.032061
327.731552,0.000000,0.000000,0.000000,0.000000,0.028411,0.032061,0.028411,0.032061
327.733552,0.000000,0.000000,0.000000,0.000000,0.028411,0.032061,0.028411,0.032061
327.735552,0.000000,0.000000,0.000000,0.000000,0.028411,0.032061,0.028411,0.032061
327.737631,0.000000,0.000000,0.000000,0.000000,0.028411,0.032061,0.028411,0.032061
327.739579,0.000000,0.000000,0.000000,0.000000,0.028411,0.032061,0.028411,0.032061
327.741552,0.000000,0.000000,0.000000,0.000000,0.028411,0.032061,0.028411,0.032061
327.743575,0.000000,0.000000,0.000000,0.000000,0.028411,0.032061,0.028411,0.032061
327.745552,0.000000,0.000000,0.000000,0.000000,0.028411,0.032061,0.028411,0.032061
327.747553,0.000000,0.000000,0.000000,0.000000,0.028411,0.032061,0.028411,0.032061
327.749552,0.000000,0.000000,0.000000,0.000000,0.028411,0.032061,0.028411,0.032061
327.751552,0.000000,0.000000,0.000000,0.000000,0.028411,0.032061,0.028411,0.032061
327.753553,0.000000,0.000000,0.000000,0.000000,0.028411,0.032061,0.028411,0.032061
327.755552,0.000000,0.000000,0.000000,0.000000,0.028411,0.032061,0.028411,0.032061
327.757552,0.000000,0.000000,0.000000,0.000000,0.028411,0.032061,0.028411,0.032061
327.759552,0.000000,0.000000,0.000000,0.000000,0.028411,0.032061,0.028411,0.032061
327.761552,0.000000,0.000000,0.000000,0.000000,0.028411,0.032061,0.028411,0.032061
327.763552,0.000000,0.000000,0.000000,0.000000,0.028411,0.032061,0.028411,0.032061
327.765552,0.000000,0.000000,0.000000,0.000000,0.028411,0.032061,0.028411,0.032061
327.767552,0.000000,0.000000,0.000000,0.000000,0.028411,0.032061,0.028411,0.032061
327.769552,0.000000,0.000000,0.000000,0.000000,0.028411,0.032061,0.028411,0.032061
327.771552,0.000000,0.000000,0.000000,0.000000,0.028411,0.032061,0.028411,0.032061
327.773552,0.000000,0.000000,0.000000,0.000000,0.028411,0.032061,0.028411,0.032061
327.775552,0.000000,0.000000,0.000000,0.000000,0.028411,0.032061,0.028411,0.032061
327.777552,0.000000,0.000000,0.000000,0.000000,0.028411,0.032061,0.028411,0.032061
327.779552,0.000000,0.000000,0.000000,0.000000,0.028411,0.032061,0.028411,0.032061
327.781552,0.000000,0.000000,0.000000,0.000000,0.028411,0.032061,0.028411,0.032061
327.783552,0.000000,0.000000,0.000000,0.000000,0.028411,0.032061,0.028411,0.032061
327.785554,0.000000,0.000000,0.000000,0.000000,0.028411,0.032061,0.028411,0.032061
327.787552,0.000000,0.000000,0.000000,0.000000,0.028411,0.032061,0.028411,0.032061
327.789552,0.000000,0.000000,0.000000,0.000000,0.028411,0.032061,0.028411,0.032061
327.791557,0.000000,0.000000,0.000000,0.000000,0.028411,0.032061,0.028411,0.032061
327.793552,0.000000,0.000000,0.000000,0.000000,0.028411,0.032061,0.028411,0.032061
327.795552,0.000000,0.000000,0.000000,0.000000,0.028411,0.032061,0.028411,0.032061
327.797552,0.000000,0.000000,0.000000,0.000000,0.028411,0.032061,0.028411,0.032061
327.799552,0.000000,0.000000,0.000000,0.000000,0.028411,0.032061,0.028411,0.032061
327.801552,0.000000,0.000000,0.000000,0.000000,0.028411,0.032061,0.028411,0.032061
327.803552,0.000000,0.000000,0.000000,0.000000,0.028411,0.032061,0.028411,0.032061
327.805552,0.000000,0.000000,0.000000,0.000000,0.028411,0.032061,0.028411,0.032061
327.807552,0.000000,0.000000,0.000000,0.000000,0.028411,0.032061,0.028411,0.032061
327.809552,0.000000,0.000000,0.000000,0.000000,0.028411,0.032061,0.028411,0.032061
327.811552,0.000000,0.000000,0.000000,0.000000,0.028411,0.032061,0.028411,0.032061
327.813552,0.000000,0.000000,0.000000,0.000000,0.028411,0.032061,0.028411,0.032061
327.815553,0.000000,0.000000,0.000000,0.000000,0.028411,0.032061,0.028411,0.032061
327.817552,0.000000,0.000000,0.000000,0.000000,0.028411,0.032061,0.028411,0.032061
327.819553,0.000000,0.000000,0.000000,0.000000,0.028411,0.032061,0.028411,0.032061
327.821553,0.000000,0.000000,0.000000,0.000000,0.028411,0.032061,0.028411,0.032061
327.823555,0.000000,0.000000,0.000000,0.000000,0.028411,0.032061,0.028411,0.032061
327.825556,0.000000,0.000000,0.000000,0.000000,0.028411,0.032061,0.028411,0.032061
327.827552,0.000000,0.000000,0.000000,0.000000,0.028411,0.032061,0.028411,0.032061
327.829557,0.000000,0.000000,0.000000,0.000000,0.028411,0.032061,0.028411,0.032061
327.831552,0.000000,0.000000,0.000000,0.000000,0.028411,0.032061,0.028411,0.032061
327.833552,0.000000,0.000000,0.000000,0.000000,0.028411,0.032061,0.028411,0.032061
327.835552,0.000000,0.000000,0.000000,0.000000,0.028411,0.032061,0.028411,0.032061
327.837552,0.000000,0.000000,0.000000,0.000000,0.028411,0.032061,0.028411,0.032061
327.839552,0.000000,0.000000,0.000000,0.000000,0.028411,0.032061,0.028411,0.032061
327.841552,0.000000,0.000000,0.000000,0.000000,0.028411,0.032061,0.028411,0.032061
327.843552,0.000000,0.000000,0.000000,0.000000,0.028411,0.032061,0.028411,0.032061
327.845552,0.000000,0.000000,0.000000,0.000000,0.028411,0.032061,0.028411,0.032061
327.847552,0.000000,0.000000,0.000000,0.000000,0.028411,0.032061,0.028411,0.032061
327.849552,0.000000,0.000000,0.000000,0.000000,0.028411,0.032061,0.028411,0.032061
327.851552,0.000000,0.000000,0.000000,0.000000,0.028411,0.032061,0.028411,0.032061
327.853552,0.000000,0.000000,0.000000,0.000000,0.028411,0.032061,0.028411,0.032061
327.855552,0.000000,0.000000,0.000000,0.000000,0.028411,0.032061,0.028411,0.032061
327.857552,0.000000,0.000000,0.000000,0.000000,0.028411,0.032061,0.028411,0.032061
327.859552,0.000000,0.000000,0.000000,0.000000,0.028411,0.032061,0.028411,0.032061
327.861552,0.000000,0.000000,0.000000,0.000000,0.028411,0.032061,0.028411,0.032061
327.863552,0.000000,0.000000,0.000000,0.000000,0.028411,0.032061,0.028411,0.032061
327.865552,0.000000,0.000000,0.000000,0.000000,0.028411,0.032061,0.028411,0.032061
327.867552,0.000000,0.000000,0.000000,0.000000,0.028411,0.032061,0.028411,0.032061
327.869552,0.000000,0.000000,0.000000,0.000000,0.028411,0.032061,0.028411,0.032061
327.871552,0.000000,0.000000,0.000000,0.000000,0.028411,0.032061,0.028411,0.032061
327.873552,0.000000,0.000000,0.000000,0.000000,0.028411,0.032061,0.028411,0.032061
327.875552,0.000000,0.000000,0.000000,0.000000,0.028411,0.032061,0.028411,0.032061
327.877552,0.000000,0.000000,0.000000,0.000000,0.028411,0.032061,0.028411,0.032061
327.879552,0.000000,0.000000,0.000000,0.000000,0.028411,0.032061,0.028411,0.032061
327.881552,0.000000,0.000000,0.000000,0.000000,0.028411,0.032061,0.028411,0.032061
327.883552,0.000000,0.000000,0.000000,0.000000,0.028411,0.032061,0.028411,0.032061
327.885552,0.000000,0.000000,0.000000,0.000000,0.028411,0.032061,0.028411,0.032061
327.887552,0.000000,0.000000,0.000000,0.000000,0.028411,0.032061,0.028411,0.032061
327.889552,0.000000,0.000000,0.000000,0.000000,0.028411,0.032061,0.028411,0.032061
327.891552,0.000000,0.000000,0.000000,0.000000,0.028411,0.032061,0.028411,0.032061
327.893552,0.000000,0.000000,0.000000,0.000000,0.028411,0.032061,0.028411,0.032061
327.895552,0.000000,0.000000,0.000000,0.000000,0.028411,0.032061,0.028411,0.032061
327.897552,0.000000,0.000000,0.000000,0.000000,0.028411,0.032061,0.028411,0.032061
327.899552,0.000000,0.000000,0.000000,0.000000,0.028411,0.032061,0.028411,0.032061
327.901552,0.000000,0.000000,0.000000,0.000000,0.028411,0.032061,0.028411,0.032061
327.903552,0.000000,0.000000,0.000000,0.000000,0.028411,0.032061,0.028411,0.032061
327.905552,0.000000,0.000000,0.000000,0.000000,0.028411,0.032061,0.028411,0.032061
327.907554,0.000000,0.000000,0.000000,0.000000,0.028411,0.032061,0.028411,0.032061
327.909552,0.000000,0.000000,0.000000,0.000000,0.028411,0.032061,0.028411,0.032061
327.911552,0.000000,0.000000,0.000000,0.000000,0.028411,0.032061,0.028411,0.032061
327.913552,0.000000,0.000000,0.000000,0.000000,0.028411,0.032061,0.028411,0.032061
327.915552,0.000000,0.000000,0.000000,0.000000,0.028411,0.032061,0.028411,0.032061
327.917552,0.000000,0.000000,0.000000,0.000000,0.028411,0.032061,0.028411,0.032061
327.919552,0.000000,0.000000,0.000000,0.000000,0.028411,0.032061,0.028411,0.032061
327.921552,0.000000,0.000000,0.000000,0.000000,0.028411,0.032061,0.028411,0.032061
327.923552,0.000000,0.000000,0.000000,0.000000,0.028411,0.032061,0.028411,0.032061
327.925552,0.000000,0.000000,0.000000,0.000000,0.028411,0.032061,0.028411,0.032061
327.927552,0.000000,0.000000,0.000000,0.000000,0.028411,0.032061,0.028411,0.032061
327.929552,0.000000,0.000000,0.000000,0.000000,0.028411,0.032061,0.028411,0.032061
327.931552,0.000000,0.000000,0.000000,0.000000,0.028411,0.032061,0.028411,0.032061
327.933552,0.000000,0.000000,0.000000,0.000000,0.028411,0.032061,0.028411,0.032061
327.935552,0.000000,0.000000,0.000000,0.000000,0.028411,0.032061,0.028411,0.032061
327.937615,0.000000,0.000000,0.000000,0.000000,0.028411,0.032061,0.028411,0.032061
327.939579,0.000000,0.000000,0.000000,0.000000,0.028411,0.032061,0.028411,0.032061
327.941552,0.000000,0.000000,0.000000,0.000000,0.028411,0.032061,0.028411,0.032061
327.943580,0.000000,0.000000,0.000000,0.000000,0.028411,0.032061,0.028411,0.032061
327.945556,0.000000,0.000000,0.000000,0.000000,0.028411,0.032061,0.028411,0.032061
327.947552,0.000000,0.000000,0.000000,0.000000,0.028411,0.032061,0.028411,0.032061
327.949553,0.000000,0.000000,0.000000,0.000000,0.028411,0.032061,0.028411,0.032061
327.951552,0.000000,0.000000,0.000000,0.000000,0.028411,0.032061,0.028411,0.032061
327.953552,0.000000,0.000000,0.000000,0.000000,0.028411,0.032061,0.028411,0.032061
327.955552,0.000000,0.000000,0.000000,0.000000,0.028411,0.032061,0.028411,0.032061
327.957552,0.000000,0.000000,0.000000,0.000000,0.028411,0.032061,0.028411,0.032061
327.959552,0.000000,0.000000,0.000000,0.000000,0.028411,0.032061,0.028411,0.032061
327.961552,0.000000,0.000000,0.000000,0.000000,0.028411,0.032061,0.028411,0.032061
327.963552,0.000000,0.000000,0.000000,0.000000,0.028411,0.032061,0.028411,0.032061
327.965552,0.000000,0.000000,0.000000,0.000000,0.028411,0.032061,0.028411,0.032061
327.967552,0.000000,0.000000,0.000000,0.000000,0.028411,0.032061,0.028411,0.032061
327.969552,0.000000,0.000000,0.000000,0.000000,0.028411,0.032061,0.028411,0.032061
327.971552,0.000000,0.000000,0.000000,0.000000,0.028411,0.032061,0.028411,0.032061
327.973552,0.000000,0.000000,0.000000,0.000000,0.028411,0.032061,0.028411,0.032061
327.975552,0.000000,0.000000,0.000000,0.000000,0.028411,0.032061,0.028411,0.032061
327.977552,0.000000,0.000000,0.000000,0.000000,0.028411,0.032061,0.028411,0.032061
327.979552,0.000000,0.000000,0.000000,0.000000,0.028411,0.032061,0.028411,0.032061
327.981552,0.000000,0.000000,0.000000,0.000000,0.028411,0.032061,0.028411,0.032061
327.983552,0.000000,0.000000,0.000000,0.000000,0.028411,0.032061,0.028411,0.032061
327.985552,0.000000,0.000000,0.000000,0.000000,0.028411,0.032061,0.028411,0.032061
327.987552,0.000000,0.000000,0.000000,0.000000,0.028411,0.032061,0.028411,0.032061
327.989552,0.000000,0.000000,0.000000,0.000000,0.028411,0.032061,0.028411,0.032061
327.991552,0.000000,0.000000,0.000000,0.000000,0.028411,0.032061,0.028411,0.032061
327.993552,0.000000,0.000000,0.000000,0.000000,0.028411,0.032061,0.028411,0.032061
327.995552,0.000000,0.000000,0.000000,0.000000,0.028411,0.032061,0.028411,0.032061
327.997552,0.000000,0.000000,0.000000,0.000000,0.028411,0.032061,0.028411,0.032061
327.999553,0.000000,0.000000,0.000000,0.000000,0.028411,0.032061,0.028411,0.032061
328.001552,0.000000,0.000000,0.000000,0.000000,0.028411,0.032061,0.028411,0.032061
328.003552,0.000000,0.000000,0.000000,0.000000,0.028411,0.032061,0.028411,0.032061
328.005552,0.000000,0.000000,0.000000,0.000000,0.028411,0.032061,0.028411,0.032061
328.007552,0.000000,0.000000,0.000000,0.000000,0.028411,0.032061,0.028411,0.032061
328.009552,0.000000,0.000000,0.000000,0.000000,0.028411,0.032061,0.028411,0.032061
328.011552,0.000000,0.000000,0.000000,0.000000,0.028411,0.032061,0.028411,0.032061
328.013552,0.000000,0.000000,0.000000,0.000000,0.028411,0.032061,0.028411,0.032061
328.015552,0.000000,0.000000,0.000000,0.000000,0.028411,0.032061,0.028411,0.032061
328.017552,0.000000,0.000000,0.000000,0.000000,0.028411,0.032061,0.028411,0.032061
328.019552,0.000000,0.000000,0.000000,0.000000,0.028411,0.032061,0.028411,0.032061
328.021552,0.000000,0.000000,0.000000,0.000000,0.028411,0.032061,0.028411,0.032061
328.023553,0.000000,0.000000,0.000000,0.000000,0.028411,0.032061,0.028411,0.032061
328.025552,0.000000,0.000000,0.000000,0.000000,0.028411,0.032061,0.028411,0.032061
328.027560,0.000000,0.000000,0.000000,0.000000,0.028411,0.032061,0.028411,0.032061
328.029552,0.000000,0.000000,0.000000,0.000000,0.028411,0.032061,0.028411,0.032061
328.031552,0.000000,0.000000,0.000000,0.000000,0.028411,0.032061,0.028411,0.032061
328.033552,0.000000,0.000000,0.000000,0.000000,0.028411,0.032061,0.028411,0.032061
328.035554,0.000000,0.000000,0.000000,0.000000,0.028411,0.032061,0.028411,0.032061
328.037552,0.000000,0.000000,0.000000,0.000000,0.028411,0.032061,0.028411,0.032061
328.039552,0.000000,0.000000,0.000000,0.000000,0.028411,0.032061,0.028411,0.032061
328.041557,0.000000,0.000000,0.000000,0.000000,0.028411,0.032061,0.028411,0.032061
328.043552,0.000000,0.000000,0.000000,0.000000,0.028411,0.032061,0.028411,0.032061
328.045552,0.000000,0.000000,0.000000,0.000000,0.028411,0.032061,0.028411,0.032061
328.047552,0.000000,0.000000,0.000000,0.000000,0.028411,0.032061,0.028411,0.032061
328.049552,0.000000,0.000000,0.000000,0.000000,0.028411,0.032061,0.028411,0.032061
328.051552,0.000000,0.000000,0.000000,0.000000,0.028411,0.032061,0.028411,0.032061
328.053552,0.000000,0.000000,0.000000,0.000000,0.028411,0.032061,0.028411,0.032061
328.055552,0.000000,0.000000,0.000000,0.000000,0.028411,0.032061,0.028411,0.032061
328.057552,0.000000,0.000000,0.000000,0.000000,0.028411,0.032061,0.028411,0.032061
328.059552,0.000000,0.000000,0.000000,0.000000,0.028411,0.032061,0.028411,0.032061
328.061552,0.000000,0.000000,0.000000,0.000000,0.028411,0.032061,0.028411,0.032061
328.063552,0.000000,0.000000,0.000000,0.000000,0.028411,0.032061,0.028411,0.032061
328.065552,0.000000,0.000000,0.000000,0.000000,0.028411,0.032061,0.028411,0.032061
328.067552,0.000000,0.000000,0.000000,0.000000,0.028411,0.032061,0.028411,0.032061
328.069552,0.000000,0.000000,0.000000,0.000000,0.028411,0.032061,0.028411,0.032061
328.071552,0.000000,0.000000,0.000000,0.000000,0.028411,0.032061,0.028411,0.032061
328.073552,0.000000,0.000000,0.000000,0.000000,0.028411,0.032061,0.028411,0.032061
328.075552,0.000000,0.000000,0.000000,0.000000,0.028411,0.032061,0.028411,0.032061
328.077552,0.000000,0.000000,0.000000,0.000000,0.028411,0.032061,0.028411,0.032061
328.079552,0.000000,0.000000,0.000000,0.000000,0.028411,0.032061,0.028411,0.032061
328.081552,0.000000,0.000000,0.000000,0.000000,0.028411,0.032061,0.028411,0.032061
328.083552,0.000000,0.000000,0.000000,0.000000,0.028411,0.032061,0.028411,0.032061
328.085552,0.000000,0.000000,0.000000,0.000000,0.028411,0.032061,0.028411,0.032061
328.087552,0.000000,0.000000,0.000000,0.000000,0.028411,0.032061,0.028411,0.032061
328.089552,0.000000,0.000000,0.000000,0.000000,0.028411,0.032061,0.028411,0.032061
328.091552,0.000000,0.000000,0.000000,0.000000,0.028411,0.032061,0.028411,0.032061
328.093552,0.000000,0.000000,0.000000,0.000000,0.028411,0.032061,0.028411,0.032061
328.095552,0.000000,0.000000,0.000000,0.000000,0.028411,0.032061,0.028411,0.032061
328.097552,0.000000,0.000000,0.000000,0.000000,0.028411,0.032061,0.028411,0.032061
328.099552,0.000000,0.000000,0.000000,0.000000,0.028411,0.032061,0.028411,0.032061
328.101552,0.000000,0.000000,0.000000,0.000000,0.028411,0.032061,0.028411,0.032061
328.103552,0.000000,0.000000,0.000000,0.000000,0.028411,0.032061,0.028411,0.032061
328.105552,0.000000,0.000000,0.000000,0.000000,0.028411,0.032061,0.028411,0.032061
328.107552,0.000000,0.000000,0.000000,0.000000,0.028411,0.032061,0.028411,0.032061
328.109552,0.000000,0.000000,0.000000,0.000000,0.028411,0.032061,0.028411,0.032061
328.111552,0.000000,0.000000,0.000000,0.000000,0.028411,0.032061,0.028411,0.032061
328.113552,0.000000,0.000000,0.000000,0.000000,0.028411,0.032061,0.028411,0.032061
328.115552,0.000000,0.000000,0.000000,0.000000,0.028411,0.032061,0.028411,0.032061
328.117552,0.000000,0.000000,0.000000,0.000000,0.028411,0.032061,0.028411,0.032061
328.119552,0.000000,0.000000,0.000000,0.000000,0.028411,0.032061,0.028411,0.032061
328.121552,0.000000,0.000000,0.000000,0.000000,0.028411,0.032061,0.028411,0.032061
328.123552,0.000000,0.000000,0.000000,0.000000,0.028411,0.032061,0.028411,0.032061
328.125552,0.000000,0.000000,0.000000,0.000000,0.028411,0.032061,0.028411,0.032061
328.127552,0.000000,0.000000,0.000000,0.000000,0.028411,0.032061,0.028411,0.032061
328.129552,0.000000,0.000000,0.000000,0.000000,0.028411,0.032061,0.028411,0.032061
328.131552,0.000000,0.000000,0.000000,0.000000,0.028411,0.032061,0.028411,0.032061
328.133552,0.000000,0.000000,0.000000,0.000000,0.028411,0.032061,0.028411,0.032061
328.135552,0.000000,0.000000,0.000000,0.000000,0.028411,0.032061,0.028411,0.032061
328.137646,0.000000,0.000000,0.000000,0.000000,0.028411,0.032061,0.028411,0.032061
328.139578,0.000000,0.000000,0.000000,0.000000,0.028411,0.032061,0.028411,0.032061
328.141650,0.000000,0.000000,0.000000,0.000000,0.028411,0.032061,0.028411,0.032061
328.143570,0.000000,0.000000,0.000000,0.000000,0.028411,0.032061,0.028411,0.032061
328.145556,0.000000,0.000000,0.000000,0.000000,0.028411,0.032061,0.028411,0.032061
328.147567,0.000000,0.000000,0.000000,0.000000,0.028411,0.032061,0.028411,0.032061
328.149556,0.000000,0.000000,0.000000,0.000000,0.028411,0.032061,0.028411,0.032061
328.151552,0.000000,0.000000,0.000000,0.000000,0.028411,0.032061,0.028411,0.032061
