t,velL,velR,velL_sp,velR_sp,mL,mR
297.156764,0.000000,0.000000,,,0.000000,0.000000
297.161764,0.000000,0.000000,,,0.000000,0.000000
297.166764,0.000000,0.000000,,,0.000000,0.000000
297.171764,0.000000,0.000000,,,0.000000,0.000000
297.176764,0.000000,0.000000,,,0.000000,0.000000
297.181764,0.000000,0.000000,,,0.000000,0.000000
297.186764,0.000000,0.000000,,,0.000000,0.000000
297.191764,0.000000,0.000000,,,0.000000,0.000000
297.196764,0.000000,0.000000,,,0.000000,0.000000
297.201764,0.000000,0.000000,,,0.000000,0.000000
297.206764,0.000000,0.000000,,,0.000000,0.000000
297.211764,0.000000,0.000000,,,0.000000,0.000000
297.216764,0.000000,0.000000,,,0.000000,0.000000
297.221764,0.000000,0.000000,,,0.000000,0.000000
297.226764,0.000000,0.000000,,,0.000000,0.000000
297.231764,0.000000,0.000000,,,0.000000,0.000000
297.236764,0.000000,0.000000,,,0.000000,0.000000
297.241764,0.000000,0.000000,,,0.000000,0.000000
297.246764,0.000000,0.000000,,,0.000000,0.000000
297.251764,0.000000,0.000000,,,0.000000,0.000000
297.256764,0.000000,0.000000,,,0.000000,0.000000
297.261764,0.000000,0.000000,,,0.000000,0.000000
297.266764,0.000000,0.000000,,,0.000000,0.000000
297.271764,0.000000,0.000000,,,0.000000,0.000000
297.276764,0.000000,0.000000,,,0.000000,0.000000
297.281764,0.000000,0.000000,,,0.000000,0.000000
297.286764,0.000000,0.000000,,,0.000000,0.000000
297.291764,0.000000,0.000000,,,0.000000,0.000000
297.296764,0.000000,0.000000,,,0.000000,0.000000
297.301764,0.000000,0.000000,,,0.000000,0.000000
297.306764,0.000000,0.000000,,,0.000000,0.000000
297.311764,0.000000,0.000000,,,0.000000,0.000000
297.316764,0.000000,0.000000,,,0.000000,0.000000
297.321764,0.000000,0.000000,,,0.000000,0.000000
297.326764,0.000000,0.000000,,,0.000000,0.000000
297.331779,0.000000,0.000000,,,0.000000,0.000000
297.336780,0.000000,0.000000,,,0.000000,0.000000
297.341764,0.000000,0.000000,,,0.000000,0.000000
297.346764,0.000000,0.000000,,,0.000000,0.000000
297.351764,0.000000,0.000000,,,0.000000,0.000000
297.356764,0.000000,0.000000,,,0.000000,0.000000
297.361764,0.000000,0.000000,,,0.000000,0.000000
297.366764,0.000000,0.000000,,,0.000000,0.000000
297.371764,0.000000,0.000000,,,0.000000,0.000000
297.376764,0.000000,0.000000,,,0.000000,0.000000
297.381764,0.000000,0.000000,,,0.000000,0.000000
297.386764,0.000000,0.000000,,,0.000000,0.000000
297.391764,0.000000,0.000000,,,0.000000,0.000000
297.396764,0.000000,0.000000,,,0.000000,0.000000
297.401764,0.000000,0.000000,,,0.000000,0.000000
297.406764,0.000000,0.000000,,,0.000000,0.000000
297.411764,0.000000,0.000000,,,0.000000,0.000000
297.416764,0.000000,0.000000,,,0.000000,0.000000
297.421764,0.000000,0.000000,,,0.000000,0.000000
297.426764,0.000000,0.000000,,,0.000000,0.000000
297.431765,0.000000,0.000000,,,0.000000,0.000000
297.436787,0.000000,0.000000,,,0.000000,0.000000
297.441785,0.000000,0.000000,,,0.000000,0.000000
297.446764,0.000000,0.000000,,,0.000000,0.000000
297.451768,0.000000,0.000000,,,0.000000,0.000000
297.456764,0.000000,0.000000,,,0.000000,0.000000
297.461764,0.000000,0.000000,,,0.000000,0.000000
297.466764,0.000000,0.000000,,,0.000000,0.000000
297.471764,0.000000,0.000000,,,0.000000,0.000000
297.476764,0.000000,0.000000,,,0.000000,0.000000
297.481764,0.000000,0.000000,,,0.000000,0.000000
297.486764,0.000000,0.000000,,,0.000000,0.000000
297.491764,0.000000,0.000000,,,0.000000,0.000000
297.496764,0.000000,0.000000,,,0.000000,0.000000
297.501764,0.000000,0.000000,,,0.000000,0.000000
297.506764,0.000000,0.000000,,,0.000000,0.000000
297.511764,0.000000,0.000000,,,0.000000,0.000000
297.516764,0.000000,0.000000,,,0.000000,0.000000
297.521764,0.000000,0.000000,,,0.000000,0.000000
297.526764,0.000000,0.000000,,,0.000000,0.000000
297.531764,0.000000,0.000000,,,0.000000,0.000000
297.536764,0.000000,0.000000,,,0.000000,0.000000
297.541764,0.000000,0.000000,,,0.000000,0.000000
297.546764,0.000000,0.000000,,,0.000000,0.000000
297.551764,0.000000,0.000000,,,0.000000,0.000000
297.556764,0.000000,0.000000,,,0.000000,0.000000
297.561764,0.000000,0.000000,,,0.000000,0.000000
297.566764,0.000000,0.000000,,,0.000000,0.000000
297.571764,0.000000,0.000000,,,0.000000,0.000000
297.576764,0.000000,0.000000,,,0.000000,0.000000
297.581764,0.000000,0.000000,,,0.000000,0.000000
297.586764,0.000000,0.000000,,,0.000000,0.000000
297.591764,0.000000,0.000000,,,0.000000,0.000000
297.596764,0.000000,0.000000,,,0.000000,0.000000
297.601764,0.000000,0.000000,,,0.000000,0.000000
297.606764,0.000000,0.000000,,,0.000000,0.000000
297.611764,0.000000,0.000000,,,0.000000,0.000000
297.616764,0.000000,0.000000,,,0.000000,0.000000
297.621764,0.000000,0.000000,,,0.000000,0.000000
297.626764,0.000000,0.000000,,,0.000000,0.000000
297.631764,0.000000,0.000000,,,0.000000,0.000000
297.636764,0.000000,0.000000,,,0.000000,0.000000
297.641764,0.000000,0.000000,,,0.000000,0.000000
297.646764,0.000000,0.000000,,,0.000000,0.000000
297.651764,0.000000,0.000000,,,0.000000,0.000000
297.656764,0.000000,0.000000,,,0.000000,0.000000
297.661764,0.000000,0.000000,,,0.000000,0.000000
297.666764,0.000000,0.000000,,,0.000000,0.000000
297.671764,0.000000,0.000000,,,0.000000,0.000000
297.676764,0.000000,0.000000,,,0.000000,0.000000
297.681764,0.000000,0.000000,,,0.000000,0.000000
297.686764,0.000000,0.000000,,,0.000000,0.000000
297.691764,0.000000,0.000000,,,0.000000,0.000000
297.696764,0.000000,0.000000,,,0.000000,0.000000
297.701764,0.000000,0.000000,,,0.000000,0.000000
297.706764,0.000000,0.000000,,,0.000000,0.000000
297.711764,0.000000,0.000000,,,0.000000,0.000000
297.716764,0.000000,0.000000,,,0.000000,0.000000
297.721764,0.000000,0.000000,,,0.000000,0.000000
297.726764,0.000000,0.000000,,,0.000000,0.000000
297.731764,0.000000,0.000000,,,0.000000,0.000000
297.736764,0.000000,0.000000,,,0.000000,0.000000
297.741764,0.000000,0.000000,,,0.000000,0.000000
297.746764,0.000000,0.000000,,,0.000000,0.000000
297.751764,0.000000,0.000000,,,0.000000,0.000000
297.756764,0.000000,0.000000,,,0.000000,0.000000
297.761764,0.000000,0.000000,,,0.000000,0.000000
297.766764,0.000000,0.000000,,,0.000000,0.000000
297.771764,0.000000,0.000000,,,0.000000,0.000000
297.776764,0.000000,0.000000,,,0.000000,0.000000
297.781764,0.000000,0.000000,,,0.000000,0.000000
297.786764,0.000000,0.000000,,,0.000000,0.000000
297.791764,0.000000,0.000000,,,0.000000,0.000000
297.796764,0.000000,0.000000,,,0.000000,0.000000
297.801764,0.000000,0.000000,,,0.000000,0.000000
297.806764,0.000000,0.000000,,,0.000000,0.000000
297.811764,0.000000,0.000000,,,0.000000,0.000000
297.816764,0.000000,0.000000,,,0.000000,0.000000
297.821764,0.000000,0.000000,,,0.000000,0.000000
297.826764,0.000000,0.000000,,,0.000000,0.000000
297.831776,0.000000,0.000000,,,0.000000,0.000000
297.836776,0.000000,0.000000,,,0.000000,0.000000
297.841764,0.000000,0.000000,,,0.000000,0.000000
297.846764,0.000000,0.000000,,,0.000000,0.000000
297.851764,0.000000,0.000000,,,0.000000,0.000000
297.856764,0.000000,0.000000,,,0.000000,0.000000
297.861764,0.000000,0.000000,,,0.000000,0.000000
297.866764,0.000000,0.000000,,,0.000000,0.000000
297.871764,0.000000,0.000000,,,0.000000,0.000000
297.876764,0.000000,0.000000,,,0.000000,0.000000
297.881764,0.000000,0.000000,,,0.000000,0.000000
297.886764,0.000000,0.000000,,,0.000000,0.000000
297.891764,0.000000,0.000000,,,0.000000,0.000000
297.896764,0.000000,0.000000,,,0.000000,0.000000
297.901764,0.000000,0.000000,,,0.000000,0.000000
297.906764,0.000000,0.000000,,,0.000000,0.000000
297.911764,0.000000,0.000000,,,0.000000,0.000000
297.916764,0.000000,0.000000,,,0.000000,0.000000
297.921764,0.000000,0.000000,,,0.000000,0.000000
297.926764,0.000000,0.000000,,,0.000000,0.000000
297.931764,0.000000,0.000000,,,0.000000,0.000000
297.936777,0.000000,0.000000,,,0.000000,0.000000
297.941776,0.000000,0.000000,,,0.000000,0.000000
297.946777,0.000000,0.000000,,,0.000000,0.000000
297.951776,0.000000,0.000000,,,0.000000,0.000000
297.956785,0.000000,0.000000,,,0.300000,0.300000
297.961883,0.000000,0.000000,,,0.300000,0.300000
297.966768,0.971038,0.971038,,,0.300000,0.300000
297.971768,0.951998,0.951998,,,0.300000,0.300000
297.976764,1.903996,0.951998,,,0.300000,0.300000
297.981764,1.903996,2.855993,,,0.300000,0.300000
297.986764,2.855993,1.903996,,,0.300000,0.300000
297.991764,2.855993,2.855993,,,0.300000,0.300000
297.996764,3.807991,2.855993,,,0.300000,0.300000
298.001764,2.855993,2.855993,,,0.300000,0.300000
298.006764,3.807991,3.807991,,,0.300000,0.300000
298.011764,4.759989,3.807991,,,0.300000,0.300000
298.016764,4.759989,3.807991,,,0.300000,0.300000
298.021764,3.807991,3.807991,,,0.300000,0.300000
298.026764,4.759989,4.759989,,,0.300000,0.300000
298.031764,5.711987,3.807991,,,0.300000,0.300000
298.036764,4.759989,4.759989,,,0.300000,0.300000
298.041764,5.711987,5.711987,,,0.300000,0.300000
298.046764,5.711987,4.759989,,,0.300000,0.300000
298.051764,5.711987,4.759989,,,0.300000,0.300000
298.056764,5.711987,5.711987,,,0.300000,0.300000
298.061764,5.711987,4.759989,,,0.300000,0.300000
298.066764,6.663984,5.711987,,,0.300000,0.300000
298.071764,5.711987,5.711987,,,0.300000,0.300000
298.076764,6.663984,5.711987,,,0.300000,0.300000
298.081764,6.663984,5.711987,,,0.300000,0.300000
298.086764,6.663984,6.663984,,,0.300000,0.300000
298.091764,5.711987,5.711987,,,0.300000,0.300000
298.096764,7.615982,5.711987,,,0.300000,0.300000
298.101764,6.663984,6.663984,,,0.300000,0.300000
298.106764,6.663984,5.711987,,,0.300000,0.300000
298.111764,7.615982,6.663984,,,0.300000,0.300000
298.116764,6.663984,6.663984,,,0.300000,0.300000
298.121764,6.663984,5.711987,,,0.300000,0.300000
298.126764,7.615982,6.663984,,,0.300000,0.300000
298.131764,7.615982,6.663984,,,0.300000,0.300000
298.136764,7.615982,6.663984,,,0.300000,0.300000
298.141764,6.663984,6.663984,,,0.300000,0.300000
298.146764,7.615982,6.663984,,,0.300000,0.300000
298.151764,7.615982,6.663984,,,0.300000,0.300000
298.156764,7.615982,6.663984,,,0.300000,0.300000
298.161764,7.615982,6.663984,,,0.300000,0.300000
298.166764,7.615982,7.615982,,,0.300000,0.300000
298.171764,7.615982,6.663984,,,0.300000,0.300000
298.176764,7.615982,6.663984,,,0.300000,0.300000
298.181764,8.567980,7.615982,,,0.300000,0.300000
298.186764,7.615982,6.663984,,,0.300000,0.300000
298.191764,7.615982,6.663984,,,0.300000,0.300000
298.196764,7.615982,7.615982,,,0.300000,0.300000
298.201764,7.615982,6.663984,,,0.300000,0.300000
298.206764,8.567980,7.615982,,,0.300000,0.300000
298.211764,7.615982,6.663984,,,0.300000,0.300000
298.216764,8.567980,7.615982,,,0.300000,0.300000
298.221764,7.615982,6.663984,,,0.300000,0.300000
298.226764,8.567980,7.615982,,,0.300000,0.300000
298.231764,7.615982,7.615982,,,0.300000,0.300000
298.236764,8.567980,6.663984,,,0.300000,0.300000
298.241764,7.615982,7.615982,,,0.300000,0.300000
298.246764,8.567980,7.615982,,,0.300000,0.300000
298.251764,8.567980,7.615982,,,0.300000,0.300000
298.256764,7.615982,6.663984,,,0.300000,0.300000
298.261764,8.567980,7.615982,,,0.300000,0.300000
298.266764,8.567980,7.615982,,,0.300000,0.300000
298.271764,7.615982,7.615982,,,0.300000,0.300000
298.276764,8.567980,6.663984,,,0.300000,0.300000
298.281764,8.567980,7.615982,,,0.300000,0.300000
298.286764,7.615982,7.615982,,,0.300000,0.300000
298.291764,8.567980,7.615982,,,0.300000,0.300000
298.296764,8.567980,7.615982,,,0.300000,0.300000
298.301764,8.567980,7.615982,,,0.300000,0.300000
298.306764,8.567980,7.615982,,,0.300000,0.300000
298.311764,7.615982,7.615982,,,0.300000,0.300000
298.316764,8.567980,7.615982,,,0.300000,0.300000
298.321764,8.567980,6.663984,,,0.300000,0.300000
298.326764,8.567980,7.615982,,,0.300000,0.300000
298.331776,8.544180,8.544180,,,0.300000,0.300000
298.336776,8.567980,7.615982,,,0.300000,0.300000
298.341764,8.587020,6.678265,,,0.300000,0.300000
298.346765,7.611222,7.611222,,,0.300000,0.300000
298.351778,9.491418,8.544180,,,0.300000,0.300000
298.356776,8.567980,7.615982,,,0.300000,0.300000
298.361764,7.630262,6.678265,,,0.300000,0.300000
298.366764,8.567980,7.615982,,,0.300000,0.300000
298.371764,8.567980,7.615982,,,0.300000,0.300000
298.376772,8.553700,8.553700,,,0.300000,0.300000
298.381772,8.567980,7.615982,,,0.300000,0.300000
298.386768,8.572740,7.620742,,,0.300000,0.300000
298.391764,8.572740,7.620742,,,0.300000,0.300000
298.396764,8.567980,7.615982,,,0.300000,0.300000
298.401764,8.567980,7.615982,,,0.300000,0.300000
298.406764,8.567980,7.615982,,,0.300000,0.300000
298.411764,8.567980,7.615982,,,0.300000,0.300000
298.416764,8.567980,7.615982,,,0.300000,0.300000
298.421764,8.567980,7.615982,,,0.300000,0.300000
298.426764,8.567980,7.615982,,,0.300000,0.300000
298.431764,8.567980,7.615982,,,0.300000,0.300000
298.436764,8.567980,7.615982,,,0.300000,0.300000
298.441764,8.567980,7.615982,,,0.300000,0.300000
298.446764,8.567980,8.567980,,,0.300000,0.300000
298.451764,8.567980,7.615982,,,0.300000,0.300000
298.456764,8.567980,7.615982,,,0.300000,0.300000
298.461764,9.519978,7.615982,,,0.300000,0.300000
298.466764,7.615982,7.615982,,,0.300000,0.300000
298.471764,9.519978,7.615982,,,0.300000,0.300000
298.476764,8.567980,7.615982,,,0.300000,0.300000
298.481764,8.567980,8.567980,,,0.300000,0.300000
298.486764,8.567980,7.615982,,,0.300000,0.300000
298.491764,8.567980,7.615982,,,0.300000,0.300000
298.496764,8.567980,7.615982,,,0.300000,0.300000
298.501764,8.567980,7.615982,,,0.300000,0.300000
298.506764,8.567980,7.615982,,,0.300000,0.300000
298.511764,8.567980,7.615982,,,0.300000,0.300000
298.516764,8.567980,8.567980,,,0.300000,0.300000
298.521764,8.567980,7.615982,,,0.300000,0.300000
298.526764,9.519978,7.615982,,,0.300000,0.300000
298.531764,8.567980,7.615982,,,0.300000,0.300000
298.536764,8.567980,7.615982,,,0.300000,0.300000
298.541764,8.567980,7.615982,,,0.300000,0.300000
298.546764,8.567980,8.567980,,,0.300000,0.300000
298.551764,8.567980,7.615982,,,0.300000,0.300000
298.556764,8.567980,7.615982,,,0.300000,0.300000
298.561764,8.567980,7.615982,,,0.300000,0.300000
298.566764,8.567980,7.615982,,,0.300000,0.300000
298.571764,8.567980,7.615982,,,0.300000,0.300000
298.576764,8.567980,8.567980,,,0.300000,0.300000
298.581764,9.519978,7.615982,,,0.300000,0.300000
298.586764,8.567980,7.615982,,,0.300000,0.300000
298.591764,8.567980,7.615982,,,0.300000,0.300000
298.596764,8.567980,7.615982,,,0.300000,0.300000
298.601764,8.567980,8.567980,,,0.300000,0.300000
298.606764,8.567980,7.615982,,,0.300000,0.300000
298.611764,8.567980,7.615982,,,0.300000,0.300000
298.616764,9.519978,7.615982,,,0.300000,0.300000
298.621764,8.567980,7.615982,,,0.300000,0.300000
298.626764,8.567980,8.567980,,,0.300000,0.300000
298.631764,8.567980,7.615982,,,0.300000,0.300000
298.636764,8.567980,7.615982,,,0.300000,0.300000
298.641764,8.567980,7.615982,,,0.300000,0.300000
298.646764,8.567980,7.615982,,,0.300000,0.300000
298.651764,9.519978,8.567980,,,0.300000,0.300000
298.656764,8.567980,7.615982,,,0.300000,0.300000
298.661764,8.567980,7.615982,,,0.300000,0.300000
298.666764,8.567980,7.615982,,,0.300000,0.300000
298.671764,8.567980,8.567980,,,0.300000,0.300000
298.676764,8.567980,7.615982,,,0.300000,0.300000
298.681764,8.567980,7.615982,,,0.300000,0.300000
298.686764,9.519978,7.615982,,,0.300000,0.300000
298.691764,8.567980,7.615982,,,0.300000,0.300000
298.696764,8.567980,8.567980,,,0.300000,0.300000
298.701764,8.567980,7.615982,,,0.300000,0.300000
298.706764,8.567980,7.615982,,,0.300000,0.300000
298.711764,8.567980,7.615982,,,0.300000,0.300000
298.716764,8.567980,7.615982,,,0.300000,0.300000
298.721764,9.519978,8.567980,,,0.300000,0.300000
298.726764,8.567980,7.615982,,,0.300000,0.300000
298.731764,8.567980,7.615982,,,0.300000,0.300000
298.736764,8.567980,8.567980,,,0.300000,0.300000
298.741764,8.567980,7.615982,,,0.300000,0.300000
298.746764,8.567980,7.615982,,,0.300000,0.300000
298.751764,8.567980,7.615982,,,0.300000,0.300000
298.756764,9.519978,7.615982,,,0.300000,0.300000
298.761764,8.567980,8.567980,,,0.300000,0.300000
298.766764,8.567980,7.615982,,,0.300000,0.300000
298.771764,8.567980,7.615982,,,0.300000,0.300000
298.776764,8.567980,7.615982,,,0.300000,0.300000
298.781764,8.567980,8.567980,,,0.300000,0.300000
298.786764,8.567980,7.615982,,,0.300000,0.300000
298.791764,9.519978,7.615982,,,0.300000,0.300000
298.796764,8.567980,7.615982,,,0.300000,0.300000
298.801764,8.567980,8.567980,,,0.300000,0.300000
298.806764,8.567980,7.615982,,,0.300000,0.300000
298.811764,8.567980,7.615982,,,0.300000,0.300000
298.816764,9.519978,8.567980,,,0.300000,0.300000
298.821764,8.567980,7.615982,,,0.300000,0.300000
298.826764,8.567980,7.615982,,,0.300000,0.300000
298.831776,9.496178,8.544180,,,0.300000,0.300000
298.836772,8.572740,7.620742,,,0.300000,0.300000
298.841764,8.577500,7.625502,,,0.300000,0.300000
298.846764,8.567980,7.615982,,,0.300000,0.300000
298.851764,8.567980,7.615982,,,0.300000,0.300000
298.856764,8.567980,8.567980,,,0.300000,0.300000
298.861764,8.567980,7.615982,,,0.300000,0.300000
298.866777,9.491418,8.544180,,,0.300000,0.300000
298.871772,8.572740,7.620742,,,0.300000,0.300000
298.876776,8.558460,7.606462,,,0.300000,0.300000
298.881764,8.587020,7.630262,,,0.300000,0.300000
298.886764,8.567980,7.615982,,,0.300000,0.300000
298.891768,8.558460,8.558460,,,0.300000,0.300000
298.896764,8.572740,7.620742,,,0.300000,0.300000
298.901764,9.519978,7.615982,,,0.300000,0.300000
298.906764,8.567980,7.615982,,,0.300000,0.300000
298.911764,8.567980,8.567980,,,0.300000,0.300000
298.916764,8.567980,7.615982,,,0.300000,0.300000
298.921764,8.567980,7.615982,,,0.300000,0.300000
298.926764,9.519978,8.567980,,,0.300000,0.300000
298.931764,8.567980,7.615982,,,0.300000,0.300000
298.936764,8.567980,7.615982,,,0.300000,0.300000
298.941764,8.567980,7.615982,,,0.300000,0.300000
298.946764,8.567980,8.567980,,,0.300000,0.300000
298.951764,9.519978,7.615982,,,0.300000,0.300000
298.956765,8.563220,7.611222,,,1.000000,1.000000
298.961764,9.519978,8.567980,,,1.000000,1.000000
298.966764,10.471975,10.471975,,,1.000000,1.000000
298.971764,13.327969,11.423973,,,1.000000,1.000000
298.976764,13.327969,13.327969,,,1.000000,1.000000
298.981764,16.183962,14.279966,,,1.000000,1.000000
298.986764,16.183962,16.183962,,,1.000000,1.000000
298.991776,18.040358,17.093121,,,1.000000,1.000000
298.996764,18.130798,18.130798,,,1.000000,1.000000
299.001764,19.991953,19.039955,,,1.000000,1.000000
299.006764,20.943951,19.039955,,,1.000000,1.000000
299.011764,20.943951,20.943951,,,1.000000,1.000000
299.016776,22.790827,21.838829,,,1.000000,1.000000
299.021764,21.948309,20.991550,,,1.000000,1.000000
299.026764,23.799944,22.847946,,,1.000000,1.000000
299.031764,23.799944,22.847946,,,1.000000,1.000000
299.036764,24.751942,23.799944,,,1.000000,1.000000
299.041764,24.751942,24.751942,,,1.000000,1.000000
299.046764,25.703939,24.751942,,,1.000000,1.000000
299.051764,26.655937,24.751942,,,1.000000,1.000000
299.056764,25.703939,24.751942,,,1.000000,1.000000
299.061764,27.607935,26.655937,,,1.000000,1.000000
299.066764,26.655937,25.703939,,,1.000000,1.000000
299.071764,27.607935,26.655937,,,1.000000,1.000000
299.076764,27.607935,26.655937,,,1.000000,1.000000
299.081764,28.559933,26.655937,,,1.000000,1.000000
299.086764,28.559933,27.607935,,,1.000000,1.000000
299.091764,28.559933,27.607935,,,1.000000,1.000000
299.096764,29.511930,27.607935,,,1.000000,1.000000
299.101764,28.559933,27.607935,,,1.000000,1.000000
299.106764,29.511930,28.559933,,,1.000000,1.000000
299.111764,30.463928,28.559933,,,1.000000,1.000000
299.116764,29.511930,27.607935,,,1.000000,1.000000
299.121764,30.463928,28.559933,,,1.000000,1.000000
299.126764,30.463928,29.511930,,,1.000000,1.000000
299.131764,30.463928,28.559933,,,1.000000,1.000000
299.136764,30.463928,28.559933,,,1.000000,1.000000
299.141764,30.463928,29.511930,,,1.000000,1.000000
299.146764,31.415926,29.511930,,,1.000000,1.000000
299.151764,31.415926,29.511930,,,1.000000,1.000000
299.156764,30.463928,29.511930,,,1.000000,1.000000
299.161767,31.396887,29.492891,,,1.000000,1.000000
299.166764,31.430206,29.526211,,,1.000000,1.000000
299.171764,31.415926,30.463928,,,1.000000,1.000000
299.176764,31.415926,29.511930,,,1.000000,1.000000
299.181764,32.367924,30.463928,,,1.000000,1.000000
299.186764,31.415926,29.511930,,,1.000000,1.000000
299.191764,31.415926,30.463928,,,1.000000,1.000000
299.196764,32.367924,29.511930,,,1.000000,1.000000
299.201764,31.415926,30.463928,,,1.000000,1.000000
299.206764,31.415926,30.463928,,,1.000000,1.000000
299.211764,32.367924,30.463928,,,1.000000,1.000000
299.216764,32.367924,30.463928,,,1.000000,1.000000
299.221764,31.415926,30.463928,,,1.000000,1.000000
299.226764,32.367924,30.463928,,,1.000000,1.000000
299.231764,32.367924,30.463928,,,1.000000,1.000000
299.236764,31.415926,31.415926,,,1.000000,1.000000
299.241764,32.367924,30.463928,,,1.000000,1.000000
299.246764,32.367924,30.463928,,,1.000000,1.000000
299.251764,32.367924,31.415926,,,1.000000,1.000000
299.256764,32.367924,30.463928,,,1.000000,1.000000
299.261764,32.367924,30.463928,,,1.000000,1.000000
299.266764,32.367924,31.415926,,,1.000000,1.000000
299.271764,32.367924,30.463928,,,1.000000,1.000000
299.276764,32.367924,31.415926,,,1.000000,1.000000
299.281764,32.367924,30.463928,,,1.000000,1.000000
299.286764,32.367924,31.415926,,,1.000000,1.000000
299.291764,32.367924,31.415926,,,1.000000,1.000000
299.296764,32.367924,30.463928,,,1.000000,1.000000
299.301764,32.367924,31.415926,,,1.000000,1.000000
299.306764,32.367924,31.415926,,,1.000000,1.000000
299.311764,32.367924,30.463928,,,1.000000,1.000000
299.316764,33.319923,31.415926,,,1.000000,1.000000
299.321764,32.367924,31.415926,,,1.000000,1.000000
299.326764,32.367924,31.415926,,,1.000000,1.000000
299.331772,33.262802,32.315563,,,1.000000,1.000000
299.336776,32.339363,30.435369,,,1.000000,1.000000
299.341764,31.487326,30.535328,,,1.000000,1.000000
299.346764,33.319923,31.415926,,,1.000000,1.000000
299.351764,32.367924,31.415926,,,1.000000,1.000000
299.356764,32.367924,30.463928,,,1.000000,1.000000
299.361764,32.367924,31.415926,,,1.000000,1.000000
299.366764,32.367924,31.415926,,,1.000000,1.000000
299.371787,34.114841,33.162842,,,1.000000,1.000000
299.376780,33.362762,31.458767,,,1.000000,1.000000
299.381776,31.439726,30.487728,,,1.000000,1.000000
299.386777,32.358406,31.406406,,,1.000000,1.000000
299.391764,32.448845,30.540089,,,1.000000,1.000000
299.396764,32.367924,31.415926,,,1.000000,1.000000
299.401764,32.367924,31.415926,,,1.000000,1.000000
299.406764,32.367924,30.463928,,,1.000000,1.000000
