t,velL,velR,velL_sp,velR_sp,mL,mR,uL,uR
58.316652,0.000000,0.000000,,,0.000000,0.000000,,
58.321652,0.000000,0.000000,,,0.000000,0.000000,,
58.326652,0.000000,0.000000,,,0.000000,0.000000,,
58.331652,0.000000,0.000000,,,0.000000,0.000000,,
58.336652,0.000000,0.000000,,,0.000000,0.000000,,
58.341652,0.000000,0.000000,,,0.000000,0.000000,,
58.346652,0.000000,0.000000,,,0.000000,0.000000,,
58.351669,0.000000,0.000000,,,0.000000,0.000000,,
58.356672,0.000000,0.000000,,,0.000000,0.000000,,
58.361652,0.000000,0.000000,,,0.000000,0.000000,,
58.366652,0.000000,0.000000,,,0.000000,0.000000,,
58.371652,0.000000,0.000000,,,0.000000,0.000000,,
58.376652,0.000000,0.000000,,,0.000000,0.000000,,
58.381652,0.000000,0.000000,,,0.000000,0.000000,,
58.386652,0.000000,0.000000,,,0.000000,0.000000,,
58.391652,0.000000,0.000000,,,0.000000,0.000000,,
58.396652,0.000000,0.000000,,,0.000000,0.000000,,
58.401652,0.000000,0.000000,,,0.000000,0.000000,,
58.406652,0.000000,0.000000,,,0.000000,0.000000,,
58.411652,0.000000,0.000000,,,0.000000,0.000000,,
58.416652,0.000000,0.000000,,,0.000000,0.000000,,
58.421652,0.000000,0.000000,,,0.000000,0.000000,,
58.426652,0.000000,0.000000,,,0.000000,0.000000,,
58.431653,0.000000,0.000000,,,0.000000,0.000000,,
58.436652,0.000000,0.000000,,,0.000000,0.000000,,
58.441680,0.000000,0.000000,,,0.000000,0.000000,,
58.446672,0.000000,0.000000,,,0.000000,0.000000,,
58.451652,0.000000,0.000000,,,0.000000,0.000000,,
58.456652,0.000000,0.000000,,,0.000000,0.000000,,
58.461652,0.000000,0.000000,,,0.000000,0.000000,,
58.466652,0.000000,0.000000,,,0.000000,0.000000,,
58.471652,0.000000,0.000000,,,0.000000,0.000000,,
58.476652,0.000000,0.000000,,,0.000000,0.000000,,
58.481652,0.000000,0.000000,,,0.000000,0.000000,,
58.486678,0.000000,0.000000,,,0.000000,0.000000,,
58.491652,0.000000,0.000000,,,0.000000,0.000000,,
58.496672,0.000000,0.000000,,,0.000000,0.000000,,
58.501652,0.000000,0.000000,,,0.000000,0.000000,,
58.506652,0.000000,0.000000,,,0.000000,0.000000,,
58.511652,0.000000,0.000000,,,0.000000,0.000000,,
58.516652,0.000000,0.000000,,,0.000000,0.000000,,
58.521652,0.000000,0.000000,,,0.000000,0.000000,,
58.526652,0.000000,0.000000,,,0.000000,0.000000,,
58.531652,0.000000,0.000000,,,0.000000,0.000000,,
58.536652,0.000000,0.000000,,,0.000000,0.000000,,
58.541652,0.000000,0.000000,,,0.000000,0.000000,,
58.546652,0.000000,0.000000,,,0.000000,0.000000,,
58.551652,0.000000,0.000000,,,0.000000,0.000000,,
58.556652,0.000000,0.000000,,,0.000000,0.000000,,
58.561652,0.000000,0.000000,,,0.000000,0.000000,,
58.566652,0.000000,0.000000,,,0.000000,0.000000,,
58.571652,0.000000,0.000000,,,0.000000,0.000000,,
58.576652,0.000000,0.000000,,,0.000000,0.000000,,
58.581652,0.000000,0.000000,,,0.000000,0.000000,,
58.586652,0.000000,0.000000,,,0.000000,0.000000,,
58.591652,0.000000,0.000000,,,0.000000,0.000000,,
58.596652,0.000000,0.000000,,,0.000000,0.000000,,
58.601652,0.000000,0.000000,,,0.000000,0.000000,,
58.606652,0.000000,0.000000,,,0.000000,0.000000,,
58.611652,0.000000,0.000000,,,0.000000,0.000000,,
58.616652,0.000000,0.000000,,,0.000000,0.000000,,
58.621652,0.000000,0.000000,,,0.000000,0.000000,,
58.626652,0.000000,0.000000,,,0.000000,0.000000,,
58.631652,0.000000,0.000000,,,0.000000,0.000000,,
58.636652,0.000000,0.000000,,,0.000000,0.000000,,
58.641652,0.000000,0.000000,,,0.000000,0.000000,,
58.646652,0.000000,0.000000,,,0.000000,0.000000,,
58.651652,0.000000,0.000000,,,0.000000,0.000000,,
58.656652,0.000000,0.000000,,,0.000000,0.000000,,
58.661652,0.000000,0.000000,,,0.000000,0.000000,,
58.666652,0.000000,0.000000,,,0.000000,0.000000,,
58.671652,0.000000,0.000000,,,0.000000,0.000000,,
58.676652,0.000000,0.000000,,,0.000000,0.000000,,
58.681652,0.000000,0.000000,,,0.000000,0.000000,,
58.686652,0.000000,0.000000,,,0.000000,0.000000,,
58.691652,0.000000,0.000000,,,0.000000,0.000000,,
58.696652,0.000000,0.000000,,,0.000000,0.000000,,
58.701652,0.000000,0.000000,,,0.000000,0.000000,,
58.706652,0.000000,0.000000,,,0.000000,0.000000,,
58.711652,0.000000,0.000000,,,0.000000,0.000000,,
58.716652,0.000000,0.000000,,,0.000000,0.000000,,
58.721652,0.000000,0.000000,,,0.000000,0.000000,,
58.726652,0.000000,0.000000,,,0.000000,0.000000,,
58.731652,0.000000,0.000000,,,0.000000,0.000000,,
58.736652,0.000000,0.000000,,,0.000000,0.000000,,
58.741652,0.000000,0.000000,,,0.000000,0.000000,,
58.746652,0.000000,0.000000,,,0.000000,0.000000,,
58.751652,0.000000,0.000000,,,0.000000,0.000000,,
58.756652,0.000000,0.000000,,,0.000000,0.000000,,
58.761652,0.000000,0.000000,,,0.000000,0.000000,,
58.766652,0.000000,0.000000,,,0.000000,0.000000,,
58.771652,0.000000,0.000000,,,0.000000,0.000000,,
58.776652,0.000000,0.000000,,,0.000000,0.000000,,
58.781652,0.000000,0.000000,,,0.000000,0.000000,,
58.786652,0.000000,0.000000,,,0.000000,0.000000,,
58.791652,0.000000,0.000000,,,0.000000,0.000000,,
58.796652,0.000000,0.000000,,,0.000000,0.000000,,
58.801652,0.000000,0.000000,,,0.000000,0.000000,,
58.806652,0.000000,0.000000,,,0.000000,0.000000,,
58.811652,0.000000,0.000000,,,0.000000,0.000000,,
58.816652,0.000000,0.000000,,,0.000000,0.000000,,
58.821652,0.000000,0.000000,,,0.000000,0.000000,,
58.826652,0.000000,0.000000,,,0.000000,0.000000,,
58.831652,0.000000,0.000000,,,0.000000,0.000000,,
58.836652,0.000000,0.000000,,,0.000000,0.000000,,
58.841652,0.000000,0.000000,,,0.000000,0.000000,,
58.846652,0.000000,0.000000,,,0.000000,0.000000,,
58.851674,0.000000,0.000000,,,0.000000,0.000000,,
58.856672,0.000000,0.000000,,,0.000000,0.000000,,
58.861652,0.000000,0.000000,,,0.000000,0.000000,,
58.866652,0.000000,0.000000,,,0.000000,0.000000,,
58.871652,0.000000,0.000000,,,0.000000,0.000000,,
58.876652,0.000000,0.000000,,,0.000000,0.000000,,
58.881652,0.000000,0.000000,,,0.000000,0.000000,,
58.886652,0.000000,0.000000,,,0.000000,0.000000,,
58.891652,0.000000,0.000000,,,0.000000,0.000000,,
58.896652,0.000000,0.000000,,,0.000000,0.000000,,
58.901652,0.000000,0.000000,,,0.000000,0.000000,,
58.906652,0.000000,0.000000,,,0.000000,0.000000,,
58.911652,0.000000,0.000000,,,0.000000,0.000000,,
58.916652,0.000000,0.000000,,,0.000000,0.000000,,
58.921652,0.000000,0.000000,,,0.000000,0.000000,,
58.926652,0.000000,0.000000,,,0.000000,0.000000,,
58.931652,0.000000,0.000000,,,0.000000,0.000000,,
58.936652,0.000000,0.000000,,,0.000000,0.000000,,
58.941652,0.000000,0.000000,,,0.000000,0.000000,,
58.946652,0.000000,0.000000,,,0.000000,0.000000,,
58.951682,0.000000,0.000000,,,0.000000,0.000000,,
58.956680,0.000000,0.000000,,,0.000000,0.000000,,
58.961672,0.000000,0.000000,,,0.000000,0.000000,,
58.966652,0.000000,0.000000,,,0.000000,0.000000,,
58.971652,0.000000,0.000000,,,0.000000,0.000000,,
58.976652,0.000000,0.000000,,,0.000000,0.000000,,
58.981652,0.000000,0.000000,,,0.000000,0.000000,,
58.986652,0.000000,0.000000,,,0.000000,0.000000,,
58.991652,0.000000,0.000000,,,0.000000,0.000000,,
58.996652,0.000000,0.000000,,,0.000000,0.000000,,
59.001672,0.000000,0.000000,,,0.000000,0.000000,,
59.006652,0.000000,0.000000,,,0.000000,0.000000,,
59.011652,0.000000,0.000000,,,0.000000,0.000000,,
59.016652,0.000000,0.000000,,,0.000000,0.000000,,
59.021672,0.000000,0.000000,,,0.000000,0.000000,,
59.026652,0.000000,0.000000,,,0.000000,0.000000,,
59.031652,0.000000,0.000000,,,0.000000,0.000000,,
59.036652,0.000000,0.000000,,,0.000000,0.000000,,
59.041652,0.000000,0.000000,,,0.000000,0.000000,,
59.046652,0.000000,0.000000,,,0.000000,0.000000,,
59.051652,0.000000,0.000000,,,0.000000,0.000000,,
59.056652,0.000000,0.000000,,,0.000000,0.000000,,
59.061652,0.000000,0.000000,,,0.000000,0.000000,,
59.066652,0.000000,0.000000,,,0.000000,0.000000,,
59.071652,0.000000,0.000000,,,0.000000,0.000000,,
59.076652,0.000000,0.000000,,,0.000000,0.000000,,
59.081652,0.000000,0.000000,,,0.000000,0.000000,,
59.086652,0.000000,0.000000,,,0.000000,0.000000,,
59.091652,0.000000,0.000000,,,0.000000,0.000000,,
59.096652,0.000000,0.000000,,,0.000000,0.000000,,
59.101652,0.000000,0.000000,,,0.000000,0.000000,,
59.106652,0.000000,0.000000,,,0.000000,0.000000,,
59.111652,0.000000,0.000000,,,0.000000,0.000000,,
59.116652,0.000000,0.000000,,,0.000000,0.000000,,
59.121652,0.000000,0.000000,,,0.000000,0.000000,,
59.126652,0.000000,0.000000,,,0.000000,0.000000,,
59.131652,0.000000,0.000000,,,0.000000,0.000000,,
59.136652,0.000000,0.000000,,,0.000000,0.000000,,
59.141653,0.000000,0.000000,,,0.000000,0.000000,,
59.146652,0.000000,0.000000,,,0.000000,0.000000,,
59.151652,0.000000,0.000000,,,0.000000,0.000000,,
59.156652,0.000000,0.000000,,,0.000000,0.000000,,
59.161652,0.000000,0.000000,,,0.000000,0.000000,,
59.166652,0.000000,0.000000,,,0.000000,0.000000,,
59.171652,0.000000,0.000000,,,0.000000,0.000000,,
59.176652,0.000000,0.000000,,,0.000000,0.000000,,
59.181652,0.000000,0.000000,,,0.000000,0.000000,,
59.186652,0.000000,0.000000,,,0.000000,0.000000,,
59.191652,0.000000,0.000000,,,0.000000,0.000000,,
59.196652,0.000000,0.000000,,,0.000000,0.000000,,
59.201652,0.000000,0.000000,,,0.000000,0.000000,,
59.206652,0.000000,0.000000,,,0.000000,0.000000,,
59.211652,0.000000,0.000000,,,0.000000,0.000000,,
59.216652,0.000000,0.000000,,,0.000000,0.000000,,
59.221652,0.000000,0.000000,,,0.000000,0.000000,,
59.226652,0.000000,0.000000,,,0.000000,0.000000,,
59.231652,0.000000,0.000000,,,0.000000,0.000000,,
59.236652,0.000000,0.000000,,,0.000000,0.000000,,
59.241652,0.000000,0.000000,,,0.000000,0.000000,,
59.246652,0.000000,0.000000,,,0.000000,0.000000,,
59.251652,0.000000,0.000000,,,0.000000,0.000000,,
59.256652,0.000000,0.000000,,,0.000000,0.000000,,
59.261652,0.000000,0.000000,,,0.000000,0.000000,,
59.266652,0.000000,0.000000,,,0.000000,0.000000,,
59.271652,0.000000,0.000000,,,0.000000,0.000000,,
59.276652,0.000000,0.000000,,,0.000000,0.000000,,
59.281652,0.000000,0.000000,,,0.000000,0.000000,,
59.286652,0.000000,0.000000,,,0.000000,0.000000,,
59.291652,0.000000,0.000000,,,0.000000,0.000000,,
59.296652,0.000000,0.000000,,,0.000000,0.000000,,
59.301652,0.000000,0.000000,,,0.000000,0.000000,,
59.306652,0.000000,0.000000,,,0.000000,0.000000,,
59.311652,0.000000,0.000000,,,0.000000,0.000000,,
59.316652,0.000000,0.000000,,,0.000000,0.000000,,
59.321652,0.000000,0.000000,,,0.000000,0.000000,,
59.326652,0.000000,0.000000,,,0.000000,0.000000,,
59.331652,0.000000,0.000000,,,0.000000,0.000000,,
59.336652,0.000000,0.000000,,,0.000000,0.000000,,
59.341652,0.000000,0.000000,,,0.000000,0.000000,,
59.346652,0.000000,0.000000,,,0.000000,0.000000,,
59.351692,0.000000,0.000000,,,0.000000,0.000000,,
59.356673,0.000000,0.000000,,,0.000000,0.000000,,
59.361652,0.000000,0.000000,,,0.000000,0.000000,,
59.366652,0.000000,0.000000,,,0.000000,0.000000,,
59.371652,0.000000,0.000000,,,0.000000,0.000000,,
59.376652,0.000000,0.000000,,,0.000000,0.000000,,
59.381652,0.000000,0.000000,,,0.000000,0.000000,,
59.386652,0.000000,0.000000,,,0.000000,0.000000,,
59.391652,0.000000,0.000000,,,0.000000,0.000000,,
59.396652,0.000000,0.000000,,,0.000000,0.000000,,
59.401652,0.000000,0.000000,,,0.000000,0.000000,,
59.406652,0.000000,0.000000,,,0.000000,0.000000,,
59.411652,0.000000,0.000000,,,0.000000,0.000000,,
59.416652,0.000000,0.000000,,,0.000000,0.000000,,
59.421652,0.000000,0.000000,,,0.000000,0.000000,,
59.426652,0.000000,0.000000,,,0.000000,0.000000,,
59.431652,0.000000,0.000000,,,0.000000,0.000000,,
59.436652,0.000000,0.000000,,,0.000000,0.000000,,
59.441652,0.000000,0.000000,,,0.000000,0.000000,,
59.446652,0.000000,0.000000,,,0.000000,0.000000,,
59.451652,0.000000,0.000000,,,0.000000,0.000000,,
59.456652,0.000000,0.000000,,,0.000000,0.000000,,
59.461652,0.000000,0.000000,,,0.000000,0.000000,,
59.466652,0.000000,0.000000,,,0.000000,0.000000,,
59.471652,0.000000,0.000000,,,0.000000,0.000000,,
59.476652,0.000000,0.000000,,,0.000000,0.000000,,
59.481699,0.000000,0.000000,,,0.000000,0.000000,,
59.486690,0.000000,0.000000,,,0.000000,0.000000,,
59.491682,0.000000,0.000000,,,0.000000,0.000000,,
59.496690,0.000000,0.000000,,,0.000000,0.000000,,
59.501652,0.000000,0.000000,,,0.300000,0.300000,,
59.506653,0.000000,0.000000,,,0.300000,0.300000,,
59.511692,0.314159,0.314159,,,0.300000,0.300000,,
59.516680,0.633079,0.633079,,,0.300000,0.300000,,
59.521652,0.951998,1.266157,,,0.300000,0.300000,,
59.526652,1.270917,1.589836,,,0.300000,0.300000,,
59.531652,1.585076,1.903996,,,0.300000,0.300000,,
59.536652,1.903996,2.218155,,,0.300000,0.300000,,
59.541652,2.218155,2.537074,,,0.300000,0.300000,,
59.546652,2.537074,2.855993,,,0.300000,0.300000,,
59.551652,2.855993,3.170153,,,0.300000,0.300000,,
59.556652,3.170153,3.489072,,,0.300000,0.300000,,
59.561652,3.489072,3.807991,,,0.300000,0.300000,,
59.566652,3.807991,3.807991,,,0.300000,0.300000,,
59.571652,3.807991,3.807991,,,0.300000,0.300000,,
59.576652,4.122150,4.122150,,,0.300000,0.300000,,
59.581652,4.122150,4.441070,,,0.300000,0.300000,,
59.586652,4.441070,4.441070,,,0.300000,0.300000,,
59.591652,4.441070,4.755229,,,0.300000,0.300000,,
59.596652,4.755229,4.755229,,,0.300000,0.300000,,
59.601652,5.074148,5.074148,,,0.300000,0.300000,,
59.606652,5.074148,4.755229,,,0.300000,0.300000,,
59.611652,5.393067,5.074148,,,0.300000,0.300000,,
59.616652,5.393067,5.074148,,,0.300000,0.300000,,
59.621652,5.393067,5.393067,,,0.300000,0.300000,,
59.626652,5.393067,5.393067,,,0.300000,0.300000,,
59.631652,5.711987,5.711987,,,0.300000,0.300000,,
59.636652,6.026146,5.711987,,,0.300000,0.300000,,
59.641652,6.026146,5.711987,,,0.300000,0.300000,,
59.646652,5.711987,5.711987,,,0.300000,0.300000,,
59.651652,6.026146,5.711987,,,0.300000,0.300000,,
59.656653,6.026146,5.707227,,,0.300000,0.300000,,
59.661652,6.345065,6.026146,,,0.300000,0.300000,,
59.666652,6.026146,6.026146,,,0.300000,0.300000,,
59.671652,6.345065,6.345065,,,0.300000,0.300000,,
59.676652,6.345065,6.026146,,,0.300000,0.300000,,
59.681652,6.663984,6.345065,,,0.300000,0.300000,,
59.686652,6.663984,6.026146,,,0.300000,0.300000,,
59.691652,6.663984,6.345065,,,0.300000,0.300000,,
59.696652,6.978144,6.026146,,,0.300000,0.300000,,
59.701652,6.978144,6.345065,,,0.300000,0.300000,,
59.706652,6.978144,6.345065,,,0.300000,0.300000,,
59.711652,6.663984,6.663984,,,0.300000,0.300000,,
59.716652,6.978144,6.663984,,,0.300000,0.300000,,
59.721652,6.978144,6.663984,,,0.300000,0.300000,,
59.726652,7.297063,6.663984,,,0.300000,0.300000,,
59.731652,6.978144,6.345065,,,0.300000,0.300000,,
59.736652,7.297063,6.663984,,,0.300000,0.300000,,
59.741652,7.297063,6.663984,,,0.300000,0.300000,,
59.746652,7.615982,6.978144,,,0.300000,0.300000,,
